Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'LSSSSSS'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 22,479,360
  scalars                 : 14
  total                   : 47,645,198
Estimated FLOPs per token: 2.166651e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011503 | lrm: 1.00 | dt: 15641ms | tok/sec: 33,520 | mfu: 0.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.125709 | lrm: 1.00 | dt: 278ms | tok/sec: 1,885,359 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.870928 | lrm: 1.00 | dt: 280ms | tok/sec: 1,869,180 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.433020 | lrm: 1.00 | dt: 280ms | tok/sec: 1,874,444 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.042239 | lrm: 1.00 | dt: 300ms | tok/sec: 1,747,003 | mfu: 38.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.638421 | lrm: 1.00 | dt: 284ms | tok/sec: 1,847,923 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.371412 | lrm: 1.00 | dt: 281ms | tok/sec: 1,866,224 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.148875 | lrm: 1.00 | dt: 292ms | tok/sec: 1,792,579 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.969417 | lrm: 1.00 | dt: 288ms | tok/sec: 1,818,506 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.770024 | lrm: 1.00 | dt: 283ms | tok/sec: 1,849,955 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.617823 | lrm: 1.00 | dt: 284ms | tok/sec: 1,843,046 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.448731 | lrm: 1.00 | dt: 291ms | tok/sec: 1,800,392 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.355010 | lrm: 1.00 | dt: 287ms | tok/sec: 1,828,708 | mfu: 40.0% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.323933 | lrm: 1.00 | dt: 282ms | tok/sec: 1,860,537 | mfu: 40.7% | epoch: 1 | remaining: 299s    
step 00463 (43.6%) | loss: 3.666581 | lrm: 0.94 | dt: 290ms | tok/sec: 1,805,006 | mfu: 39.5% | epoch: 1 | remaining: 169s    
step 00464 (43.7%) | loss: 3.692694 | lrm: 0.94 | dt: 291ms | tok/sec: 1,804,279 | mfu: 39.5% | epoch: 1 | remaining: 169s    
step 00465 (43.8%) | loss: 3.718668 | lrm: 0.94 | dt: 289ms | tok/sec: 1,815,063 | mfu: 39.7% | epoch: 1 | remaining: 168s    
step 00466 (43.9%) | loss: 3.716995 | lrm: 0.93 | dt: 291ms | tok/sec: 1,803,671 | mfu: 39.5% | epoch: 1 | remaining: 168s    
step 00467 (44.0%) | loss: 3.688943 | lrm: 0.93 | dt: 289ms | tok/sec: 1,811,182 | mfu: 39.7% | epoch: 1 | remaining: 168s    
step 00468 (44.1%) | loss: 3.698146 | lrm: 0.93 | dt: 291ms | tok/sec: 1,800,108 | mfu: 39.4% | epoch: 1 | remaining: 167s    
step 00469 (44.2%) | loss: 3.712001 | lrm: 0.93 | dt: 289ms | tok/sec: 1,813,032 | mfu: 39.7% | epoch: 1 | remaining: 167s    
step 00470 (44.3%) | loss: 3.709730 | lrm: 0.93 | dt: 289ms | tok/sec: 1,814,510 | mfu: 39.7% | epoch: 1 | remaining: 167s    
step 00471 (44.4%) | loss: 3.716633 | lrm: 0.93 | dt: 290ms | tok/sec: 1,806,842 | mfu: 39.6% | epoch: 1 | remaining: 166s    
step 00472 (44.5%) | loss: 3.715482 | lrm: 0.92 | dt: 292ms | tok/sec: 1,794,327 | mfu: 39.3% | epoch: 1 | remaining: 166s    
step 00473 (44.6%) | loss: 3.661934 | lrm: 0.92 | dt: 290ms | tok/sec: 1,810,534 | mfu: 39.6% | epoch: 1 | remaining: 166s    
step 00474 (44.7%) | loss: 3.645840 | lrm: 0.92 | dt: 291ms | tok/sec: 1,800,841 | mfu: 39.4% | epoch: 1 | remaining: 166s    
step 00475 (44.8%) | loss: 3.624197 | lrm: 0.92 | dt: 289ms | tok/sec: 1,815,304 | mfu: 39.7% | epoch: 1 | remaining: 165s    
step 00476 (44.9%) | loss: 3.631626 | lrm: 0.92 | dt: 291ms | tok/sec: 1,801,755 | mfu: 39.5% | epoch: 1 | remaining: 165s    
step 00477 (45.0%) | loss: 3.605501 | lrm: 0.92 | dt: 291ms | tok/sec: 1,800,245 | mfu: 39.4% | epoch: 1 | remaining: 165s    
step 00478 (45.1%) | loss: 3.605401 | lrm: 0.92 | dt: 289ms | tok/sec: 1,811,540 | mfu: 39.7% | epoch: 1 | remaining: 164s    
step 00479 (45.2%) | loss: 3.626252 | lrm: 0.91 | dt: 291ms | tok/sec: 1,802,569 | mfu: 39.5% | epoch: 1 | remaining: 164s    
step 00480 (45.3%) | loss: 3.606291 | lrm: 0.91 | dt: 290ms | tok/sec: 1,809,058 | mfu: 39.6% | epoch: 1 | remaining: 164s    
step 00481 (45.4%) | loss: 3.623383 | lrm: 0.91 | dt: 292ms | tok/sec: 1,795,936 | mfu: 39.3% | epoch: 1 | remaining: 164s    
step 00482 (45.5%) | loss: 3.610151 | lrm: 0.91 | dt: 291ms | tok/sec: 1,803,756 | mfu: 39.5% | epoch: 1 | remaining: 163s    
step 00483 (45.6%) | loss: 3.593646 | lrm: 0.91 | dt: 292ms | tok/sec: 1,794,723 | mfu: 39.3% | epoch: 1 | remaining: 163s    
step 00484 (45.7%) | loss: 3.582379 | lrm: 0.91 | dt: 290ms | tok/sec: 1,807,861 | mfu: 39.6% | epoch: 1 | remaining: 163s    
step 00485 (45.8%) | loss: 3.616659 | lrm: 0.90 | dt: 293ms | tok/sec: 1,789,834 | mfu: 39.2% | epoch: 1 | remaining: 162s    
step 00486 (45.9%) | loss: 3.625598 | lrm: 0.90 | dt: 289ms | tok/sec: 1,815,473 | mfu: 39.8% | epoch: 1 | remaining: 162s    
step 00487 (46.0%) | loss: 3.649123 | lrm: 0.90 | dt: 292ms | tok/sec: 1,795,398 | mfu: 39.3% | epoch: 1 | remaining: 162s    
step 00488 (46.1%) | loss: 3.637856 | lrm: 0.90 | dt: 292ms | tok/sec: 1,794,808 | mfu: 39.3% | epoch: 1 | remaining: 162s    
step 00489 (46.2%) | loss: 3.567906 | lrm: 0.90 | dt: 291ms | tok/sec: 1,798,590 | mfu: 39.4% | epoch: 1 | remaining: 161s    
step 00490 (46.3%) | loss: 3.471960 | lrm: 0.90 | dt: 294ms | tok/sec: 1,785,148 | mfu: 39.1% | epoch: 1 | remaining: 161s    
step 00491 (46.3%) | loss: 3.413730 | lrm: 0.89 | dt: 290ms | tok/sec: 1,808,376 | mfu: 39.6% | epoch: 1 | remaining: 161s    
step 00492 (46.4%) | loss: 3.446392 | lrm: 0.89 | dt: 291ms | tok/sec: 1,799,034 | mfu: 39.4% | epoch: 1 | remaining: 160s    
step 00493 (46.5%) | loss: 3.445617 | lrm: 0.89 | dt: 289ms | tok/sec: 1,815,662 | mfu: 39.8% | epoch: 1 | remaining: 160s    
step 00494 (46.6%) | loss: 3.476874 | lrm: 0.89 | dt: 289ms | tok/sec: 1,811,616 | mfu: 39.7% | epoch: 1 | remaining: 160s    
step 00495 (46.7%) | loss: 3.507792 | lrm: 0.89 | dt: 290ms | tok/sec: 1,806,946 | mfu: 39.6% | epoch: 1 | remaining: 160s    
step 00496 (46.8%) | loss: 3.503044 | lrm: 0.89 | dt: 291ms | tok/sec: 1,802,633 | mfu: 39.5% | epoch: 1 | remaining: 159s    
step 00497 (46.9%) | loss: 3.440717 | lrm: 0.88 | dt: 291ms | tok/sec: 1,799,880 | mfu: 39.4% | epoch: 1 | remaining: 159s    
step 00498 (47.0%) | loss: 3.417818 | lrm: 0.88 | dt: 291ms | tok/sec: 1,801,460 | mfu: 39.4% | epoch: 1 | remaining: 159s    
step 00499 (47.1%) | loss: 3.463422 | lrm: 0.88 | dt: 290ms | tok/sec: 1,805,045 | mfu: 39.5% | epoch: 1 | remaining: 158s    
step 00500 (47.2%) | loss: 3.492280 | lrm: 0.88 | dt: 290ms | tok/sec: 1,806,440 | mfu: 39.6% | epoch: 1 | remaining: 158s    
step 00501 (47.3%) | loss: 3.518726 | lrm: 0.88 | dt: 290ms | tok/sec: 1,809,305 | mfu: 39.6% | epoch: 1 | remaining: 158s    
step 00502 (47.4%) | loss: 3.551290 | lrm: 0.88 | dt: 290ms | tok/sec: 1,807,375 | mfu: 39.6% | epoch: 1 | remaining: 157s    
step 00503 (47.5%) | loss: 3.554539 | lrm: 0.87 | dt: 290ms | tok/sec: 1,809,352 | mfu: 39.6% | epoch: 1 | remaining: 157s    
step 00504 (47.6%) | loss: 3.563576 | lrm: 0.87 | dt: 291ms | tok/sec: 1,802,045 | mfu: 39.5% | epoch: 1 | remaining: 157s    
step 00505 (47.7%) | loss: 3.556773 | lrm: 0.87 | dt: 290ms | tok/sec: 1,810,506 | mfu: 39.6% | epoch: 1 | remaining: 157s    
step 00506 (47.8%) | loss: 3.547380 | lrm: 0.87 | dt: 293ms | tok/sec: 1,791,872 | mfu: 39.2% | epoch: 1 | remaining: 156s    
step 00507 (47.9%) | loss: 3.626889 | lrm: 0.87 | dt: 289ms | tok/sec: 1,812,488 | mfu: 39.7% | epoch: 1 | remaining: 156s    
step 00508 (48.0%) | loss: 3.620828 | lrm: 0.87 | dt: 292ms | tok/sec: 1,796,090 | mfu: 39.3% | epoch: 1 | remaining: 156s    
step 00509 (48.1%) | loss: 3.618692 | lrm: 0.87 | dt: 288ms | tok/sec: 1,817,729 | mfu: 39.8% | epoch: 1 | remaining: 155s    
step 00510 (48.2%) | loss: 3.609118 | lrm: 0.86 | dt: 292ms | tok/sec: 1,798,558 | mfu: 39.4% | epoch: 1 | remaining: 155s    
step 00511 (48.3%) | loss: 3.634558 | lrm: 0.86 | dt: 293ms | tok/sec: 1,791,170 | mfu: 39.2% | epoch: 1 | remaining: 155s    
step 00512 (48.4%) | loss: 3.644729 | lrm: 0.86 | dt: 291ms | tok/sec: 1,804,190 | mfu: 39.5% | epoch: 1 | remaining: 155s    
step 00513 (48.5%) | loss: 3.645035 | lrm: 0.86 | dt: 291ms | tok/sec: 1,803,582 | mfu: 39.5% | epoch: 1 | remaining: 154s    
step 00514 (48.6%) | loss: 3.656069 | lrm: 0.86 | dt: 290ms | tok/sec: 1,810,678 | mfu: 39.6% | epoch: 1 | remaining: 154s    
step 00515 (48.7%) | loss: 3.663643 | lrm: 0.86 | dt: 291ms | tok/sec: 1,801,686 | mfu: 39.5% | epoch: 1 | remaining: 154s    
step 00516 (48.8%) | loss: 3.641151 | lrm: 0.85 | dt: 289ms | tok/sec: 1,817,146 | mfu: 39.8% | epoch: 1 | remaining: 153s    
step 00517 (48.9%) | loss: 3.627042 | lrm: 0.85 | dt: 289ms | tok/sec: 1,813,829 | mfu: 39.7% | epoch: 1 | remaining: 153s    
step 00518 (49.0%) | loss: 3.606582 | lrm: 0.85 | dt: 291ms | tok/sec: 1,801,248 | mfu: 39.4% | epoch: 1 | remaining: 153s    
step 00519 (49.1%) | loss: 3.615553 | lrm: 0.85 | dt: 290ms | tok/sec: 1,805,821 | mfu: 39.5% | epoch: 1 | remaining: 153s    
step 00520 (49.2%) | loss: 3.591399 | lrm: 0.85 | dt: 288ms | tok/sec: 1,818,983 | mfu: 39.8% | epoch: 1 | remaining: 152s    
step 00521 (49.3%) | loss: 3.607864 | lrm: 0.85 | dt: 289ms | tok/sec: 1,814,044 | mfu: 39.7% | epoch: 1 | remaining: 152s    
step 00522 (49.3%) | loss: 3.604391 | lrm: 0.84 | dt: 290ms | tok/sec: 1,805,144 | mfu: 39.5% | epoch: 1 | remaining: 152s    
step 00523 (49.4%) | loss: 3.594291 | lrm: 0.84 | dt: 291ms | tok/sec: 1,800,092 | mfu: 39.4% | epoch: 1 | remaining: 151s    
step 00524 (49.5%) | loss: 3.595152 | lrm: 0.84 | dt: 292ms | tok/sec: 1,796,366 | mfu: 39.3% | epoch: 1 | remaining: 151s    
step 00525 (49.6%) | loss: 3.561785 | lrm: 0.84 | dt: 290ms | tok/sec: 1,806,709 | mfu: 39.6% | epoch: 1 | remaining: 151s    
step 00526 (49.7%) | loss: 3.560906 | lrm: 0.84 | dt: 290ms | tok/sec: 1,810,199 | mfu: 39.6% | epoch: 1 | remaining: 150s    
step 00527 (49.8%) | loss: 3.570729 | lrm: 0.84 | dt: 292ms | tok/sec: 1,794,467 | mfu: 39.3% | epoch: 1 | remaining: 150s    
step 00528 (49.9%) | loss: 3.570404 | lrm: 0.83 | dt: 290ms | tok/sec: 1,805,928 | mfu: 39.5% | epoch: 1 | remaining: 150s    
step 00529 (50.0%) | loss: 3.586681 | lrm: 0.83 | dt: 291ms | tok/sec: 1,799,260 | mfu: 39.4% | epoch: 1 | remaining: 150s    
step 00530 (50.1%) | loss: 3.592573 | lrm: 0.83 | dt: 289ms | tok/sec: 1,811,153 | mfu: 39.7% | epoch: 1 | remaining: 149s    
step 00531 (50.2%) | loss: 3.591794 | lrm: 0.83 | dt: 291ms | tok/sec: 1,799,024 | mfu: 39.4% | epoch: 1 | remaining: 149s    
step 00532 (50.3%) | loss: 3.565113 | lrm: 0.83 | dt: 291ms | tok/sec: 1,800,291 | mfu: 39.4% | epoch: 1 | remaining: 149s    
step 00533 (50.4%) | loss: 3.574299 | lrm: 0.83 | dt: 289ms | tok/sec: 1,814,561 | mfu: 39.7% | epoch: 1 | remaining: 148s    
step 00534 (50.5%) | loss: 3.572581 | lrm: 0.82 | dt: 289ms | tok/sec: 1,812,347 | mfu: 39.7% | epoch: 1 | remaining: 148s    
step 00535 (50.6%) | loss: 3.540218 | lrm: 0.82 | dt: 291ms | tok/sec: 1,799,108 | mfu: 39.4% | epoch: 1 | remaining: 148s    
step 00536 (50.7%) | loss: 3.532133 | lrm: 0.82 | dt: 290ms | tok/sec: 1,805,270 | mfu: 39.5% | epoch: 1 | remaining: 148s    
step 00537 (50.8%) | loss: 3.545906 | lrm: 0.82 | dt: 289ms | tok/sec: 1,811,985 | mfu: 39.7% | epoch: 1 | remaining: 147s    
step 00538 (50.9%) | loss: 3.525240 | lrm: 0.82 | dt: 290ms | tok/sec: 1,805,176 | mfu: 39.5% | epoch: 1 | remaining: 147s    
step 00539 (51.0%) | loss: 3.510664 | lrm: 0.82 | dt: 289ms | tok/sec: 1,812,356 | mfu: 39.7% | epoch: 1 | remaining: 147s    
step 00540 (51.1%) | loss: 3.538328 | lrm: 0.82 | dt: 290ms | tok/sec: 1,808,224 | mfu: 39.6% | epoch: 1 | remaining: 146s    
step 00541 (51.2%) | loss: 3.549406 | lrm: 0.81 | dt: 289ms | tok/sec: 1,812,249 | mfu: 39.7% | epoch: 1 | remaining: 146s    
step 00542 (51.3%) | loss: 3.562511 | lrm: 0.81 | dt: 291ms | tok/sec: 1,800,297 | mfu: 39.4% | epoch: 1 | remaining: 146s    
step 00543 (51.4%) | loss: 3.546174 | lrm: 0.81 | dt: 289ms | tok/sec: 1,814,088 | mfu: 39.7% | epoch: 1 | remaining: 146s    
step 00544 (51.5%) | loss: 3.580958 | lrm: 0.81 | dt: 292ms | tok/sec: 1,798,409 | mfu: 39.4% | epoch: 1 | remaining: 145s    
step 00545 (51.6%) | loss: 3.597591 | lrm: 0.81 | dt: 292ms | tok/sec: 1,793,346 | mfu: 39.3% | epoch: 1 | remaining: 145s    
step 00546 (51.7%) | loss: 3.594015 | lrm: 0.81 | dt: 291ms | tok/sec: 1,801,794 | mfu: 39.5% | epoch: 1 | remaining: 145s    
step 00547 (51.8%) | loss: 3.595588 | lrm: 0.80 | dt: 288ms | tok/sec: 1,821,408 | mfu: 39.9% | epoch: 1 | remaining: 144s    
step 00548 (51.9%) | loss: 3.592492 | lrm: 0.80 | dt: 292ms | tok/sec: 1,792,918 | mfu: 39.3% | epoch: 1 | remaining: 144s    
step 00549 (52.0%) | loss: 3.587316 | lrm: 0.80 | dt: 292ms | tok/sec: 1,793,038 | mfu: 39.3% | epoch: 1 | remaining: 144s    
step 00550 (52.1%) | loss: 3.535441 | lrm: 0.80 | dt: 288ms | tok/sec: 1,820,365 | mfu: 39.9% | epoch: 1 | remaining: 144s    
step 00551 (52.2%) | loss: 3.526058 | lrm: 0.80 | dt: 290ms | tok/sec: 1,807,604 | mfu: 39.6% | epoch: 1 | remaining: 143s    
step 00552 (52.3%) | loss: 3.496624 | lrm: 0.80 | dt: 291ms | tok/sec: 1,802,488 | mfu: 39.5% | epoch: 1 | remaining: 143s    
step 00553 (52.4%) | loss: 3.473061 | lrm: 0.79 | dt: 293ms | tok/sec: 1,789,710 | mfu: 39.2% | epoch: 1 | remaining: 143s    
step 00554 (52.4%) | loss: 3.493468 | lrm: 0.79 | dt: 288ms | tok/sec: 1,819,568 | mfu: 39.8% | epoch: 1 | remaining: 142s    
step 00555 (52.5%) | loss: 3.500585 | lrm: 0.79 | dt: 289ms | tok/sec: 1,813,441 | mfu: 39.7% | epoch: 1 | remaining: 142s    
step 00556 (52.6%) | loss: 3.524322 | lrm: 0.79 | dt: 291ms | tok/sec: 1,800,037 | mfu: 39.4% | epoch: 1 | remaining: 142s    
step 00557 (52.7%) | loss: 3.517136 | lrm: 0.79 | dt: 291ms | tok/sec: 1,801,581 | mfu: 39.4% | epoch: 1 | remaining: 141s    
step 00558 (52.8%) | loss: 3.521742 | lrm: 0.79 | dt: 290ms | tok/sec: 1,809,294 | mfu: 39.6% | epoch: 1 | remaining: 141s    
step 00559 (52.9%) | loss: 3.436208 | lrm: 0.78 | dt: 294ms | tok/sec: 1,785,479 | mfu: 39.1% | epoch: 1 | remaining: 141s    
step 00560 (53.0%) | loss: 3.395300 | lrm: 0.78 | dt: 291ms | tok/sec: 1,801,516 | mfu: 39.4% | epoch: 1 | remaining: 141s    
step 00561 (53.1%) | loss: 3.351345 | lrm: 0.78 | dt: 289ms | tok/sec: 1,812,990 | mfu: 39.7% | epoch: 1 | remaining: 140s    
step 00562 (53.2%) | loss: 3.413095 | lrm: 0.78 | dt: 291ms | tok/sec: 1,801,736 | mfu: 39.5% | epoch: 1 | remaining: 140s    
step 00563 (53.3%) | loss: 3.426818 | lrm: 0.78 | dt: 291ms | tok/sec: 1,803,134 | mfu: 39.5% | epoch: 1 | remaining: 140s    
step 00564 (53.4%) | loss: 3.437466 | lrm: 0.78 | dt: 291ms | tok/sec: 1,802,119 | mfu: 39.5% | epoch: 1 | remaining: 139s    
step 00565 (53.5%) | loss: 3.448325 | lrm: 0.77 | dt: 291ms | tok/sec: 1,802,306 | mfu: 39.5% | epoch: 1 | remaining: 139s    
step 00566 (53.6%) | loss: 3.408319 | lrm: 0.77 | dt: 293ms | tok/sec: 1,791,524 | mfu: 39.2% | epoch: 1 | remaining: 139s    
step 00567 (53.7%) | loss: 3.505667 | lrm: 0.77 | dt: 292ms | tok/sec: 1,795,647 | mfu: 39.3% | epoch: 1 | remaining: 139s    
step 00568 (53.8%) | loss: 3.511618 | lrm: 0.77 | dt: 291ms | tok/sec: 1,801,054 | mfu: 39.4% | epoch: 1 | remaining: 138s    
step 00569 (53.9%) | loss: 3.508192 | lrm: 0.77 | dt: 292ms | tok/sec: 1,796,731 | mfu: 39.3% | epoch: 1 | remaining: 138s    
step 00570 (54.0%) | loss: 3.540048 | lrm: 0.77 | dt: 289ms | tok/sec: 1,811,958 | mfu: 39.7% | epoch: 1 | remaining: 138s    
step 00571 (54.1%) | loss: 3.570014 | lrm: 0.77 | dt: 287ms | tok/sec: 1,828,832 | mfu: 40.0% | epoch: 1 | remaining: 137s    
step 00572 (54.2%) | loss: 3.577700 | lrm: 0.76 | dt: 291ms | tok/sec: 1,799,020 | mfu: 39.4% | epoch: 1 | remaining: 137s    
step 00573 (54.3%) | loss: 3.568453 | lrm: 0.76 | dt: 290ms | tok/sec: 1,805,691 | mfu: 39.5% | epoch: 1 | remaining: 137s    
step 00574 (54.4%) | loss: 3.588562 | lrm: 0.76 | dt: 290ms | tok/sec: 1,807,331 | mfu: 39.6% | epoch: 1 | remaining: 137s    
step 00575 (54.5%) | loss: 3.576532 | lrm: 0.76 | dt: 291ms | tok/sec: 1,801,794 | mfu: 39.5% | epoch: 1 | remaining: 136s    
step 00576 (54.6%) | loss: 3.573618 | lrm: 0.76 | dt: 291ms | tok/sec: 1,803,456 | mfu: 39.5% | epoch: 1 | remaining: 136s    
step 00577 (54.7%) | loss: 3.618508 | lrm: 0.76 | dt: 291ms | tok/sec: 1,800,933 | mfu: 39.4% | epoch: 1 | remaining: 136s    
step 00578 (54.8%) | loss: 3.612147 | lrm: 0.75 | dt: 289ms | tok/sec: 1,815,398 | mfu: 39.8% | epoch: 1 | remaining: 135s    
step 00579 (54.9%) | loss: 3.624425 | lrm: 0.75 | dt: 291ms | tok/sec: 1,802,846 | mfu: 39.5% | epoch: 1 | remaining: 135s    
step 00580 (55.0%) | loss: 3.618810 | lrm: 0.75 | dt: 291ms | tok/sec: 1,802,925 | mfu: 39.5% | epoch: 1 | remaining: 135s    
step 00581 (55.1%) | loss: 3.622883 | lrm: 0.75 | dt: 291ms | tok/sec: 1,799,905 | mfu: 39.4% | epoch: 1 | remaining: 135s    
step 00582 (55.2%) | loss: 3.643277 | lrm: 0.75 | dt: 289ms | tok/sec: 1,812,344 | mfu: 39.7% | epoch: 1 | remaining: 134s    
step 00583 (55.3%) | loss: 3.651251 | lrm: 0.75 | dt: 292ms | tok/sec: 1,794,353 | mfu: 39.3% | epoch: 1 | remaining: 134s    
step 00584 (55.4%) | loss: 3.638298 | lrm: 0.74 | dt: 290ms | tok/sec: 1,808,117 | mfu: 39.6% | epoch: 1 | remaining: 134s    
step 00585 (55.5%) | loss: 3.605898 | lrm: 0.74 | dt: 292ms | tok/sec: 1,792,669 | mfu: 39.3% | epoch: 1 | remaining: 133s    
step 00586 (55.5%) | loss: 3.593203 | lrm: 0.74 | dt: 291ms | tok/sec: 1,803,265 | mfu: 39.5% | epoch: 1 | remaining: 133s    
step 00587 (55.6%) | loss: 3.578123 | lrm: 0.74 | dt: 292ms | tok/sec: 1,794,722 | mfu: 39.3% | epoch: 1 | remaining: 133s    
step 00588 (55.7%) | loss: 3.554969 | lrm: 0.74 | dt: 289ms | tok/sec: 1,815,837 | mfu: 39.8% | epoch: 1 | remaining: 132s    
step 00589 (55.8%) | loss: 3.510605 | lrm: 0.74 | dt: 290ms | tok/sec: 1,807,684 | mfu: 39.6% | epoch: 1 | remaining: 132s    
step 00590 (55.9%) | loss: 3.542190 | lrm: 0.73 | dt: 289ms | tok/sec: 1,815,445 | mfu: 39.8% | epoch: 1 | remaining: 132s    
step 00591 (56.0%) | loss: 3.561361 | lrm: 0.73 | dt: 290ms | tok/sec: 1,805,412 | mfu: 39.5% | epoch: 1 | remaining: 132s    
step 00592 (56.1%) | loss: 3.572776 | lrm: 0.73 | dt: 290ms | tok/sec: 1,809,145 | mfu: 39.6% | epoch: 1 | remaining: 131s    
step 00593 (56.2%) | loss: 3.565722 | lrm: 0.73 | dt: 291ms | tok/sec: 1,804,707 | mfu: 39.5% | epoch: 1 | remaining: 131s    
step 00594 (56.3%) | loss: 3.575663 | lrm: 0.73 | dt: 292ms | tok/sec: 1,797,765 | mfu: 39.4% | epoch: 1 | remaining: 131s    
step 00595 (56.4%) | loss: 3.576772 | lrm: 0.73 | dt: 290ms | tok/sec: 1,810,840 | mfu: 39.7% | epoch: 1 | remaining: 130s    
step 00596 (56.5%) | loss: 3.604329 | lrm: 0.72 | dt: 290ms | tok/sec: 1,805,076 | mfu: 39.5% | epoch: 1 | remaining: 130s    
step 00597 (56.6%) | loss: 3.628021 | lrm: 0.72 | dt: 291ms | tok/sec: 1,800,562 | mfu: 39.4% | epoch: 1 | remaining: 130s    
step 00598 (56.7%) | loss: 3.664700 | lrm: 0.72 | dt: 291ms | tok/sec: 1,800,157 | mfu: 39.4% | epoch: 1 | remaining: 130s    
step 00599 (56.8%) | loss: 3.652798 | lrm: 0.72 | dt: 288ms | tok/sec: 1,819,755 | mfu: 39.8% | epoch: 1 | remaining: 129s    
step 00600 (56.9%) | loss: 3.734665 | lrm: 0.72 | dt: 289ms | tok/sec: 1,814,112 | mfu: 39.7% | epoch: 1 | remaining: 129s    
step 00601 (57.0%) | loss: 3.719299 | lrm: 0.72 | dt: 291ms | tok/sec: 1,800,115 | mfu: 39.4% | epoch: 1 | remaining: 129s    
step 00602 (57.1%) | loss: 3.714058 | lrm: 0.72 | dt: 291ms | tok/sec: 1,803,353 | mfu: 39.5% | epoch: 1 | remaining: 128s    
step 00603 (57.2%) | loss: 3.700499 | lrm: 0.71 | dt: 289ms | tok/sec: 1,816,623 | mfu: 39.8% | epoch: 1 | remaining: 128s    
step 00604 (57.3%) | loss: 3.705263 | lrm: 0.71 | dt: 287ms | tok/sec: 1,825,927 | mfu: 40.0% | epoch: 1 | remaining: 128s    
step 00605 (57.4%) | loss: 3.666735 | lrm: 0.71 | dt: 293ms | tok/sec: 1,789,794 | mfu: 39.2% | epoch: 1 | remaining: 128s    
step 00606 (57.5%) | loss: 3.648749 | lrm: 0.71 | dt: 291ms | tok/sec: 1,802,429 | mfu: 39.5% | epoch: 1 | remaining: 127s    
step 00607 (57.6%) | loss: 3.653849 | lrm: 0.71 | dt: 291ms | tok/sec: 1,804,045 | mfu: 39.5% | epoch: 1 | remaining: 127s    
step 00608 (57.7%) | loss: 3.687816 | lrm: 0.71 | dt: 291ms | tok/sec: 1,799,335 | mfu: 39.4% | epoch: 1 | remaining: 127s    
step 00609 (57.8%) | loss: 3.669781 | lrm: 0.70 | dt: 290ms | tok/sec: 1,808,576 | mfu: 39.6% | epoch: 1 | remaining: 126s    
step 00610 (57.9%) | loss: 3.627933 | lrm: 0.70 | dt: 288ms | tok/sec: 1,820,094 | mfu: 39.9% | epoch: 1 | remaining: 126s    
step 00611 (58.0%) | loss: 3.609982 | lrm: 0.70 | dt: 292ms | tok/sec: 1,796,187 | mfu: 39.3% | epoch: 1 | remaining: 126s    
step 00612 (58.1%) | loss: 3.641219 | lrm: 0.70 | dt: 290ms | tok/sec: 1,806,915 | mfu: 39.6% | epoch: 1 | remaining: 126s    
step 00613 (58.2%) | loss: 3.599506 | lrm: 0.70 | dt: 291ms | tok/sec: 1,799,352 | mfu: 39.4% | epoch: 1 | remaining: 125s    
step 00614 (58.3%) | loss: 3.572358 | lrm: 0.70 | dt: 292ms | tok/sec: 1,797,224 | mfu: 39.4% | epoch: 1 | remaining: 125s    
step 00615 (58.4%) | loss: 3.543648 | lrm: 0.69 | dt: 291ms | tok/sec: 1,802,337 | mfu: 39.5% | epoch: 1 | remaining: 125s    
step 00616 (58.5%) | loss: 3.491147 | lrm: 0.69 | dt: 292ms | tok/sec: 1,795,890 | mfu: 39.3% | epoch: 1 | remaining: 124s    
step 00617 (58.5%) | loss: 3.441139 | lrm: 0.69 | dt: 289ms | tok/sec: 1,811,661 | mfu: 39.7% | epoch: 1 | remaining: 124s    
